0;0,2242483;0,226536;2,972442
1;0,2242483;0,226536;2,972442
2;0,2242483;0,226536;2,972442
3;0,2242483;0,226536;2,972442
4;0,225274;0,2280713;2,81612
5;0,2249299;0,2280012;2,689005
6;0,2249299;0,2280012;2,689005
7;0,2260798;0,2288565;2,676459
8;0,2267795;0,2291383;2,670017
9;0,2267795;0,2291383;2,670017
10;0,2275751;0,2299124;2,565359
11;0,2282531;0,2303444;2,689005
12;0,2282531;0,2303444;2,689005
13;0,2285405;0,230396;2,574496
14;0,2285405;0,230396;2,574496
15;0,2284522;0,230095;2,438656
16;0,2284311;0,229651;2,379522
17;0,2284311;0,229651;2,379522
18;0,2292985;0,2299774;2,558637
19;0,2286184;0,2293777;2,417055
20;0,2286184;0,2293777;2,417055
21;0,2289133;0,2295388;2,415759
22;0,2286219;0,2287831;2,360698
23;0,2286553;0,2284207;2,486021
24;0,2288847;0,2278287;2,569627
25;0,2288847;0,2278287;2,569627
26;0,2289916;0,2277339;2,659442
27;0,2293459;0,2276888;2,613123
28;0,2286935;0,2262794;2,49921
29;0,2286935;0,2262794;2,49921
30;0,2283683;0,2257262;2,387076
31;0,2283551;0,2253445;2,30466
32;0,2296292;0,2259479;2,624481
33;0,2296292;0,2259479;2,624481
34;0,2296498;0,2258815;2,610726
35;0,2296876;0,2255722;2,724574
36;0,2296876;0,2255722;2,724574
37;0,2293358;0,2244708;2,551898
38;0,229383;0,2239774;2,687549
39;0,229383;0,2239774;2,687549
40;0,2291363;0,222867;2,700624
41;0,228947;0,2220818;2,737758
42;0,2282795;0,221038;2,650007
43;0,2279768;0,2201085;2,598705
44;0,2279768;0,2201085;2,598705
45;0,2281845;0,2199519;2,595691
46;0,2286767;0,220081;2,714789
47;0,2286532;0,2193014;2,709594
48;0,2286532;0,2193014;2,709594
49;0,2288329;0,2192621;2,799393
50;0,2284226;0,2184873;2,74974
51;0,2284226;0,2184873;2,74974
52;0,2284205;0,2174705;2,701493
53;0,2282022;0,2169304;2,613722
54;0,2282022;0,2169304;2,613722
55;0,2281572;0,2161996;2,585418
56;0,2278421;0,2158658;2,74974
57;0,2278421;0,2158658;2,74974
58;0,2274238;0,2150107;2,679966
59;0,2272294;0,2147042;2,824447
60;0,2267294;0,2134398;2,693659
61;0,2264426;0,2128187;2,789309
62;0,2264426;0,2128187;2,789309
63;0,2263513;0,2121683;2,71277
64;0,2262281;0,2115719;2,669724
65;0,2259639;0,2107945;2,633116
66;0,2259639;0,2107945;2,633116
67;0,2257075;0,2101245;2,617912
68;0,2254933;0,2097189;2,5975
69;0,2256145;0,2093575;2,660031
70;0,2256145;0,2093575;2,660031
71;0,2259773;0,209788;2,799953
72;0,2256591;0,2092382;2,77129
73;0,2258389;0,2091279;3,005961
74;0,2258389;0,2091279;3,005961
75;0,2258389;0,2091279;3,005961
76;0,2255146;0,2084181;2,935609
77;0,2251847;0,207787;2,944395
78;0,2249347;0,2073867;2,878797
79;0,2242865;0,2066105;2,934276
80;0,2242865;0,2066105;2,934276
81;0,2239193;0,205948;2,881515
82;0,2241445;0,2064202;3,091207
83;0,2237713;0,2056092;2,902087
84;0,2237713;0,2056092;2,902087
85;0,2238117;0,2058982;3,045028
86;0,223981;0,2060719;3,034212
87;0,223981;0,2060719;3,034212
88;0,2243785;0,206229;3,131961
89;0,2241679;0,2057128;3,075467
90;0,2241679;0,2057128;3,075467
91;0,2243306;0,2056852;2,976126
92;0,2241583;0,2058249;2,893984
93;0,2241583;0,2058249;2,893984
94;0,224225;0,205642;2,801629
95;0,2238977;0,2053618;2,913931
96;0,2230939;0,2046306;2,881515
97;0,2230939;0,2046306;2,881515
98;0,2232281;0,2053837;3,125206
99;0,2224944;0,2047866;2,991343
100;0,2222233;0,2048975;3,048111
101;0,2222233;0,2048975;3,048111
102;0,2218601;0,2042917;3,003356
103;0,2220222;0,204607;3,003356
104;0,2223048;0,2047132;3,064759
105;0,2223048;0,2047132;3,064759
106;0,2221733;0,2049391;2,945458
107;0,2222794;0,2055447;2,956599
108;0,2223966;0,2056503;2,978755
109;0,2223966;0,2056503;2,978755
110;0,2224814;0,20568;2,932141
111;0,2224814;0,20568;2,932141
112;0,2230256;0,2066458;3,123452
113;0,223001;0,206991;3,186964
114;0,2220878;0,2063964;3,041685
115;0,2220878;0,2063964;3,041685
116;0,2216426;0,2059559;2,858605
117;0,2211005;0,205646;2,77242
118;0,2205006;0,2050359;2,749455
119;0,2205006;0,2050359;2,749455
120;0,2203986;0,2052882;2,90613
121;0,2197626;0,2054382;2,879885
122;0,2193713;0,2056807;2,779188
123;0,2193713;0,2056807;2,779188
124;0,2193345;0,2055423;2,830814
125;0,2192163;0,2052921;2,787063
126;0,2192049;0,2053888;2,821119
127;0,2192049;0,2053888;2,821119
128;0,2192735;0,2063756;2,80749
129;0,2192735;0,2063756;2,80749
130;0,2194657;0,2068258;2,896958
131;0,2189885;0,2065287;2,797155
132;0,2190661;0,2065046;2,829154
133;0,2190661;0,2065046;2,829154
134;0,218909;0,206713;2,839924
135;0,2183952;0,2065607;2,821397
136;0,2182539;0,2071736;2,869538
137;0,2182539;0,2071736;2,869538
138;0,2180122;0,2070899;2,901547
139;0,2172764;0,2063266;2,853672
140;0,2166118;0,2057684;2,78987
141;0,2166118;0,2057684;2,78987
142;0,2161964;0,206364;2,815564
143;0,2162739;0,2069419;2,915542
144;0,2161237;0,2069389;2,861069
145;0,2161237;0,2069389;2,861069
146;0,2161064;0,2073854;2,770725
147;0,2161064;0,2073854;2,770725
148;0,2152361;0,2064079;2,607426
149;0,2152361;0,2064079;2,607426
150;0,2166056;0,2092478;2,576927
151;0,2165664;0,2093209;2,568103
152;0,2165664;0,2093209;2,568103
153;0,2168348;0,2095597;2,511083
154;0,2174148;0,2102409;2,502027
155;0,2177796;0,2106605;2,312797
156;0,2177796;0,2106605;2,312797
157;0,218048;0,2110196;2,348064
158;0,2184325;0,2119779;2,37623
159;0,2184101;0,2122424;2,339715
160;0,2184101;0,2122424;2,339715
161;0,2180434;0,2120421;2,223415
162;0,2180434;0,2120421;2,223415
163;0,2179706;0,2124464;1,977863
164;0,2179706;0,2124464;1,977863
165;0,2179936;0,2131383;2,006154
166;0,2185809;0,2136287;2,205388
167;0,2183143;0,2138315;2,135425
168;0,2183143;0,2138315;2,135425
169;0,2179812;0,2139015;1,963963
170;0,2170473;0,2130741;1,700377
171;0,2166176;0,2124712;1,502427
172;0,2166176;0,2124712;1,502427
173;0,2168531;0,2128824;1,55667
174;0,216907;0,2136984;1,703596
175;0,2170225;0,2147198;1,871727
176;0,2170225;0,2147198;1,871727
177;0,2171063;0,2152169;1,879239
178;0,2170547;0,2151907;1,752514
179;0,2160036;0,2140984;1,413858
180;0,2160036;0,2140984;1,413858
181;0,2155848;0,2140312;1,387031
182;0,2151441;0,2138309;1,401068
183;0,2151441;0,2138309;1,401068
184;0,2152057;0,2147506;1,632267
185;0,2149421;0,2149044;1,601283
186;0,2149421;0,2149044;1,601283
187;0,2134665;0,2137282;1,36542
188;0,2126601;0,2131564;1,230334
189;0,2117533;0,2122645;1,043041
190;0,2106885;0,2120631;1,148062
191;0,2106885;0,2120631;1,148062
192;0,210253;0,2118688;1,154182
193;0,2101442;0,2117404;1,163637
194;0,2096409;0,2114619;1,104986
195;0,2096409;0,2114619;1,104986
196;0,2100402;0,2115114;1,067517
