0;0,9282344;0,8820365;165,6546
1;0,9254444;0,879284;165,0279
2;0,924045;0,8779027;164,7189
3;0,9212602;0,8751541;164,1128
4;0,9198664;0,8737778;163,8139
5;0,9170764;0,8710213;163,2235
6;0,9142885;0,8682655;162,6433
7;0,9128902;0,8668823;162,3557
8;0,9101093;0,8641316;161,7896
9;0,9073251;0,8613757;161,2303
10;0,9059371;0,8600017;160,9539
11;0,9031543;0,8572448;160,4045
12;0,9017681;0,8558716;160,133
13;0,8989893;0,8531167;159,5927
14;0,8962094;0,8503594;159,0569
15;0,8948212;0,8489822;158,791
16;0,8920426;0,8462244;158,2619
17;0,889271;0,8434731;157,7377
18;0,8878851;0,8420969;157,4768
19;0,8851147;0,8393455;156,9576
20;0,8837316;0,8379717;156,6995
21;0,880967;0,8352254;156,1855
22;0,8782014;0,8324772;155,6737
23;0,8768209;0,8311055;155,419
24;0,8740613;0,8283632;154,9115
25;0,8726822;0,8269925;154,6585
26;0,8699225;0,8242497;154,1535
27;0,8671636;0,8215073;153,6502
28;0,8657866;0,8201388;153,3996
29;0,8630333;0,8174026;152,8994
30;0,8602766;0,8146628;152,3997
31;0,8589014;0,8132963;152,1508
32;0,8561518;0,8105643;151,654
33;0,8534016;0,8078322;151,158
34;0,8520277;0,8064675;150,9105
35;0,8492805;0,8037393;150,4162
36;0,8479072;0,8023757;150,1693
37;0,8451611;0,7996495;149,6762
38;0,8424091;0,7969176;149,1825
39;0,841037;0,7955561;148,9367
40;0,8382932;0,7928343;148,4453
41;0,8355467;0,7901103;147,9539
42;0,8341755;0,7887508;147,7087
43;0,8314263;0,7860253;147,2174
44;0,8300556;0,7846673;146,9726
45;0,827314;0,7819515;146,4832
46;0,8245646;0,7792286;145,9926
47;0,8231881;0,7778655;145,747
48;0,8204488;0,7751552;145,2587
49;0,8190774;0,7737987;145,0144
50;0,8163339;0,7710857;144,5256
51;0,8135958;0,7683796;144,0381
52;0,8122265;0,767027;143,7943
53;0,8094869;0,7643214;143,3067
54;0,8067489;0,7616188;142,8196
55;0,8053722;0,7602598;142,5746
56;0,8026349;0,7575601;142,0879
57;0,8012633;0,7562077;141,844
58;0,7985219;0,7535059;141,3566
59;0,795785;0,7508102;140,8701
60;0,7944154;0,7494618;140,6267
61;0,7916759;0,7467657;140,1399
62;0,7889389;0,7440738;139,6537
63;0,7875702;0,7427284;139,4106
64;0,78483;0,7400353;138,9239
65;0,7834576;0,738687;138,6801
66;0,7807156;0,7359946;138,1931
67;0,7779785;0,733309;137,7072
68;0,7766082;0,7319649;137,4638
69;0,773868;0,7292785;136,9774
70;0,7711313;0,7265975;136,4916
71;0,7697626;0,7252572;136,2487
72;0,7670239;0,7225766;135,7626
73;0,7656553;0,7212377;135,5198
74;0,762918;0,7185611;135,034
75;0,760179;0,7158844;134,548
76;0,7588102;0,7145474;134,3052
77;0,7560725;0,7118746;133,8194
78;0,7533274;0,7091956;133,3324
79;0,7519575;0,7078596;133,0894
80;0,7492174;0,7051886;132,6033
81;0,7478486;0,7038552;132,3605
82;0,7451109;0,7011894;131,8749
83;0,7423695;0,6985216;131,3887
84;0,7410006;0,69719;131,1459
85;0,7382556;0,694521;130,659
86;0,7355178;0,6918613;130,1736
87;0,7341488;0,6905321;129,9308
88;0,7314072;0,687871;129,4447
89;0,7300381;0,6865431;129,2019
90;0,7272998;0,6838883;128,7164
91;0,7245561;0,6812295;128,23
92;0,7231869;0,6799037;127,9872
93;0,7204405;0,6772448;127,5003
94;0,7177007;0,6745947;127,0146
95;0,7163315;0,6732712;126,7719
96;0,7135869;0,6706188;126,2854
97;0,7122102;0,6692885;126,0413
98;0,7094711;0,6666448;125,5558
99;0,706726;0,6639965;125,0693
100;0,7053572;0,662677;124,8267
101;0,7026191;0,6600389;124,3415
102;0,7012488;0,6587192;124,0987
103;0,6984676;0,6560379;123,6053
104;0,6970574;0,6546774;123,3549
105;0,6942416;0,6519633;122,8551
106;0,692839;0,6506128;122,6063
107;0,6900373;0,6479174;122,1093
108;0,6872358;0,6452245;121,6125
109;0,68584;0,6438841;121,365
110;0,6830435;0,6411998;120,8693
111;0,6802577;0,638529;120,3756
112;0,6788675;0,6371972;120,1293
113;0,676083;0,6345308;119,6359
114;0,6746954;0,6332034;119,3901
115;0,6719207;0,6305503;118,8987
116;0,6691476;0,6279007;118,4075
117;0,6677636;0,6265793;118,1624
118;0,6649972;0,6239396;117,6726
119;0,6636134;0,6226197;117,4276
120;0,6608472;0,6199831;116,9378
121;0,6580858;0,6173533;116,4489
122;0,6567057;0,6160396;116,2046
123;0,653943;0,6134109;115,7155
124;0,6511816;0,6107855;115,2267
125;0,6497964;0,6094686;114,9814
126;0,6470408;0,6068519;114,4937
127;0,6456615;0,6055427;114,2495
128;0,6429029;0,6029255;113,7612
129;0,6401443;0,6003102;113,273
130;0,6387683;0,5990067;113,0295
131;0,6360159;0,5964004;112,5424
132;0,633266;0,5937987;112,0558
133;0,6318832;0,5924901;111,811
134;0,6291327;0,5898903;111,3243
135;0,6277553;0,5885889;111,0805
136;0,6250031;0,58599;110,5935
137;0,622256;0,5833982;110,1074
138;0,620881;0,5821013;109,8641
139;0,6181314;0,5795095;109,3776
140;0,6153849;0,5769228;108,8917
141;0,6140117;0,5756301;108,6488
142;0,6112626;0,5730432;108,1624
143;0,6098853;0,5717476;107,9186
144;0,6071323;0,5691593;107,4315
145;0,6043862;0,5665802;106,9457
146;0,6030136;0,5652918;106,7029
147;0,600259;0,5627064;106,2155
148;0,5975145;0,5601335;105,7301
149;0,5961415;0,5588468;105,4872
150;0,5933946;0,5562742;105,0013
151;0,5920222;0,5549896;104,7585
152;0,5892691;0,552413;104,2715
153;0,5865225;0,5498452;103,7857
154;0,5851503;0,5485631;103,543
155;0,5824059;0,5460003;103,0576
156;0,579661;0,5434388;102,5721
157;0,5782869;0,5421569;102,329
158;0,5755389;0,5395949;101,843
159;0,5741665;0,5383164;101,6003
160;0,5714214;0,5357602;101,1149
161;0,5686719;0,5332013;100,6286
162;0,567295;0,5319202;100,385
163;0,5645427;0,5293612;99,89826
164;0,5617972;0,5268112;99,41277
165;0,5604249;0,5255374;99,17012
166;0,5576743;0,5229849;98,68372
167;0,5563021;0,5217125;98,44109
168;0,5535573;0,519169;97,95579
169;0,5508061;0,5166205;97,46929
170;0,5494338;0,5153504;97,22666
171;0,5466888;0,5128113;96,74135
172;0,5439409;0,5102711;96,25551
173;0,5425682;0,509003;96,01284
174;0,5398161;0,5064611;95,52621
175;0,5384354;0,505186;95,28205
176;0,5356888;0,5026529;94,79649
177;0,5329359;0,5001153;94,3098
178;0,5315638;0,4988517;94,06726
179;0,5288191;0,4963255;93,58212
180;0,5260696;0,4937961;93,09608
181;0,5246972;0,4925346;92,85351
182;0,5219443;0,4900045;92,36685
183;0,5205719;0,4887445;92,1243
184;0,5178257;0,4862244;91,63892
185;0,5150805;0,4837072;91,15372
186;0,5137002;0,4824414;90,90972
187;0,5109541;0,4799263;90,42439
188;0,5082023;0,4774071;89,93801
189;0,5068297;0,4761518;89,69545
190;0,5040843;0,4736423;89,21028
191;0,5027107;0,4723874;88,96755
192;0,4999626;0,469878;88,48191
193;0,4972165;0,4673728;87,99664
194;0,4958434;0,4661207;87,754
195;0,4930944;0,4636154;87,26823
196;0,4917211;0,4623648;87,02557
197;0,4889695;0,4598597;86,53931
198;0,4862227;0,4573618;86,05398
199;0,4848477;0,4561118;85,811
200;0,4820976;0,4536135;85,32508
201;0,4793507;0,4511205;84,83974
202;0,4779772;0,4498746;84,59706
203;0,4752255;0,4473798;84,11086
204;0,4738475;0,4461308;83,86736
205;0,4710948;0,4436381;83,38098
206;0,468347;0,4411525;82,89553
207;0,4669709;0,4399081;82,6524
208;0,46422;0,4374225;82,16641
209;0,4614732;0,4349433;81,68116
210;0,4600988;0,4337034;81,43838
211;0,4573493;0,4312245;80,95265
212;0,4559757;0,429987;80,71001
213;0,4532282;0,4275134;80,22466
214;0,4504778;0,4250389;79,73881
215;0,449104;0,4238039;79,49613
216;0,4463493;0,4213281;79,00948
217;0,4436014;0,4188617;78,52412
218;0,4422275;0,4176295;78,28146
219;0,4394763;0,415163;77,79549
220;0,4381024;0,4139323;77,55282
221;0,4353544;0,4114724;77,06743
222;0,4326009;0,4090091;76,58107
223;0,4312269;0,4077812;76,33839
224;0,4284787;0,4053269;75,853
225;0,425729;0,4028732;75,36735
226;0,4243548;0,4016479;75,12463
227;0,4216002;0,3991925;74,63809
228;0,420226;0,3979691;74,39541
229;0,4174766;0,3955228;73,90982
230;0,4147215;0,393073;73,42319
231;0,4133475;0,3918526;73,18055
232;0,4105991;0,3894136;72,69518
233;0,4078476;0,3869735;72,20923
234;0,4064696;0,3857521;71,96584
235;0,4037213;0,3833192;71,4805
236;0,4023471;0,3821036;71,23781
237;0,3995979;0,3796735;70,75232
